,utc,scan,lst,source,velocity,right_ascension,declination,azimuth,elevation,ca,ie,x_focus,y_focus,z_focus,foct,scan_type,observ_mode,observ_geometry,stroke_mode,switch_mode,offsets,reference,no_of_subscans,mm_pwv,ambient_temperature,pressure,humidity,dew_point,wind_direction,wind_speed,frontend_backend,mol_line,command,observer_id,operator_id,scan_duration,comment,line
0,2016-12-01 21:51:12,92274,22:04:52,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-12.3,68.7,3.1,0.3,0.29,0.11,0.15,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.83,0.9,554.2,26.4,-14.6,242.0,10.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),go(),JPE-CPE-CDB-MVU,---,0 days 00:00:19.000000000,mostly overcast with some sun appearing through,CO_JO201
1,2016-12-01 21:51:48,92275,22:05:28,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-12.6,68.7,3.1,0.3,0.29,0.11,0.15,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.75,0.6,554.1,26.6,-14.8,226.0,12.2,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),JPE-CPE-CDB-MVU,---,0 days 00:00:05.000000000,-,CO(2-1)
2,2016-12-01 21:53:00,92276,22:06:40,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-14.2,68.5,3.1,0.3,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,2.72,0.4,554.1,26.9,-14.7,233.0,10.0,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:16.000000000,-,CO(2-1)
3,2016-12-01 21:54:16,92277,22:07:57,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-14.3,68.5,3.1,0.3,0.29,0.11,0.15,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,2.83,0.4,554.0,27.1,-14.6,233.0,10.1,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",JPE-CPE-CDB-MVU,---,0 days 00:03:59.000000000,-,CO(2-1)
4,2016-12-01 22:01:17,92278,22:14:59,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,-18.8,68.1,4.2,-0.5,0.29,0.11,0.15,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.91,0.2,554.1,27.8,-14.6,242.0,13.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),load(),JPE-CPE-CDB-MVU,---,0 days 00:00:02.000000000,-,CO_JO201
5,2016-12-01 22:02:39,92279,22:16:21,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,74.2,52.5,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.88,-0.1,554.1,28.2,-14.6,248.0,13.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:25.000000000,-,CO_JO201
6,2016-12-01 22:04:05,92280,22:17:48,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,74.1,52.8,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,14,2.84,0.2,554.1,28.1,-14.4,241.0,13.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:06:21.000000000,-,CO_JO201
7,2016-12-01 22:10:27,92281,22:24:11,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,72.8,54.2,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.78,-0.2,554.2,28.6,-14.6,245.0,9.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:14.000000000,-,CO_JO201
8,2016-12-01 22:11:43,92282,22:25:26,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,72.7,54.5,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,14,2.85,-0.1,554.2,28.7,-14.3,250.0,8.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:06:16.000000000,-,CO_JO201
9,2016-12-01 22:20:13,92283,22:33:58,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,71.2,56.4,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[300.0"",0.0""]REL",3,2.76,-0.9,554.2,31.2,-14.1,254.0,8.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:08.000000000,-,CO_JO201
10,2016-12-01 22:21:21,92284,22:35:07,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,70.9,56.6,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[300.0"",0.0""]REL",14,2.7,-0.3,554.2,30.2,-14.1,246.0,11.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:00:00.000000000,[Scan canceled by user.],CO_JO201
11,2016-12-01 22:21:46,92285,22:35:31,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,70.8,56.7,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[300.0"",0.0""]REL",2,2.7,-0.7,554.2,30.9,-14.1,253.0,7.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=10,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:00:42.000000000,-,CO_JO201
12,2016-12-01 22:24:48,92286,22:38:34,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,69.9,57.4,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.71,-0.9,554.1,31.4,-14.1,241.0,8.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:11.000000000,-,CO_JO201
13,2016-12-01 22:26:00,92287,22:39:46,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,69.7,57.6,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.8,-0.5,554.1,30.5,-14.1,245.0,10.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:08:48.000000000,-,CO_JO201
14,2016-12-01 22:34:49,92288,22:48:36,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,67.5,59.5,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.84,-1.1,554.2,32.2,-14.0,245.0,12.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:12.000000000,-,CO_JO201
15,2016-12-01 22:36:02,92289,22:49:50,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,67.3,59.8,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.83,-1.4,554.2,32.9,-14.0,226.0,8.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:08:43.000000000,-,CO_JO201
16,2016-12-01 22:44:46,92290,22:58:35,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,64.9,61.6,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.85,-1.5,554.2,33.1,-14.0,250.0,6.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:13.000000000,-,CO_JO201
17,2016-12-01 22:46:00,92291,22:59:50,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,64.6,61.9,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.81,-1.5,554.2,33.1,-14.0,252.0,7.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:08:44.000000000,-,CO_JO201
18,2016-12-01 22:54:45,92292,23:08:36,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,61.9,63.7,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.7,-1.9,554.2,34.4,-13.9,256.0,5.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:10.000000000,-,CO_JO201
19,2016-12-01 22:55:56,92293,23:09:47,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,61.6,63.9,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.71,-1.9,554.2,34.5,-13.9,250.0,8.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:08:40.000000000,-,CO_JO201
20,2016-12-01 23:04:37,92294,23:18:30,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,58.6,65.7,4.2,-0.5,0.29,0.11,0.15,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.83,-2.3,554.2,35.5,-13.8,242.0,7.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",JPE-CPE-CDB-MVU,---,0 days 00:01:14.000000000,-,CO_JO201
21,2016-12-01 23:05:52,92295,23:19:45,JO201_D,0.0,00:41:32.0000,-09:15:43.8000,58.2,65.9,4.2,-0.5,0.29,0.11,0.15,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.79,-2.2,554.2,35.2,-13.9,251.0,5.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",JPE-CPE-CDB-MVU,---,0 days 00:08:35.000000000,-,CO_JO201
22,2016-12-01 23:14:28,92296,23:28:22,Mars,-8.55986439977,21:18:09.2540,-17:11:08.6343,-85.1,59.0,4.2,-0.5,0.29,0.11,0.15,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,2.77,-2.4,554.2,35.8,-13.8,243.0,8.7,HET230-PBE_A (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",JPE-CPE-CDB-MVU,---,0 days 00:01:36.000000000,-,CO_JO201
23,2016-12-01 23:16:16,92297,23:30:10,Mars,-8.559912956839998,21:18:09.4743,-17:11:07.5292,-85.2,58.7,3.6,-2.7,0.29,0.11,0.15,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.7,-2.5,554.3,35.9,-13.9,247.0,7.1,HET230-PBE_A (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",JPE-CPE-CDB-MVU,---,0 days 00:02:32.000000000,-,CO_JO201
24,2016-12-01 23:19:05,92298,23:33:00,Mars,-8.55998885886,21:18:09.8188,-17:11:05.8011,-85.6,58.0,3.6,-2.7,0.29,0.11,0.278,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.71,-2.4,554.3,35.9,-13.8,236.0,7.3,HET230-PBE_A (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",CCI,EGO,0 days 00:02:34.000000000,-,CO_JO201
25,2016-12-01 23:21:53,92299,23:35:48,Mars,-8.56006427827,21:18:10.1612,-17:11:04.0830,-85.9,57.4,3.6,-2.7,0.28600000000000003,0.11,0.278,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,2.66,-2.6,554.3,36.4,-13.8,241.0,7.2,HET230-PBE_A (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",CCI,EGO,0 days 00:02:34.000000000,-,CO_JO201
26,2016-12-01 23:25:12,92300,23:39:08,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-56.5,55.8,3.6,-2.7,0.28600000000000003,0.314,0.278,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.66,-2.8,554.3,37.2,-13.8,240.0,8.6,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),CCI,EGO,0 days 00:00:12.000000000,-,CO(2-1)
27,2016-12-01 23:26:00,92301,23:39:56,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-57.0,55.4,3.6,-2.7,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,2.71,-2.8,554.3,37.3,-13.8,240.0,8.8,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:14.000000000,-,CO(2-1)
28,2016-12-01 23:27:15,92302,23:41:11,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,-57.0,55.4,3.6,-2.7,0.28600000000000003,0.314,0.278,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,2.72,-2.8,554.3,37.3,-13.7,248.0,6.8,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",CCI,EGO,0 days 00:03:57.000000000,-,CO(2-1)
29,2016-12-01 23:31:53,92303,23:45:50,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,46.4,70.7,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.62,-2.9,554.3,37.3,-13.8,223.0,6.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),go(),CCI,EGO,0 days 00:00:23.000000000,-,CO_JO201
30,2016-12-01 23:32:46,92304,23:46:43,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,45.8,70.8,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.5,-2.9,554.3,37.3,-13.8,237.0,6.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:11.000000000,-,CO_JO201
31,2016-12-01 23:33:58,92305,23:47:55,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,45.3,71.0,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.47,-2.9,0.0,37.5,-13.7,237.0,6.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:48.000000000,-,CO_JO201
32,2016-12-01 23:42:47,92306,23:56:46,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,39.7,72.4,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.36,-3.1,554.4,38.2,-13.8,251.0,5.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:10.000000000,-,CO_JO201
33,2016-12-01 23:43:58,92307,23:57:57,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,39.1,72.6,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.38,-3.1,554.4,38.2,-13.8,256.0,5.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:48.000000000,-,CO_JO201
34,2016-12-01 23:52:47,92308,00:06:47,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,32.6,73.8,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.33,-3.2,554.4,38.6,-13.7,258.0,5.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:11.000000000,-,CO_JO201
35,2016-12-01 23:53:58,92309,00:07:59,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,31.8,73.9,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.32,-3.2,554.3,38.8,-13.7,251.0,5.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:49.000000000,-,CO_JO201
36,2016-12-02 00:02:48,92310,00:16:50,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,24.4,74.9,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.36,-3.6,554.4,39.6,-13.7,249.0,4.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:13.000000000,-,CO_JO201
37,2016-12-02 00:04:01,92311,00:18:03,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,23.4,75.0,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.4,-3.6,554.4,39.7,-13.7,260.0,3.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:49.000000000,-,CO_JO201
38,2016-12-02 00:12:51,92312,00:26:54,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,15.1,75.7,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.45,-3.7,554.5,40.4,-13.6,256.0,4.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:11.000000000,-,CO_JO201
39,2016-12-02 00:14:02,92313,00:28:06,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,14.1,75.8,3.0,-1.1,0.28600000000000003,0.314,0.278,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.47,-3.7,554.5,40.4,-13.6,269.0,4.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:50.000000000,-,CO_JO201
40,2016-12-02 20:18:10,92593,20:35:32,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,42.3,62.9,0.8,0.2,0.27,-0.1,0.11,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.16,3.9,555.1,16.8,-17.1,270.0,9.2,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),CCI,EGO,0 days 00:00:18.000000000,-,CO(2-1)
41,2016-12-02 20:19:02,92594,20:36:24,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,41.5,63.2,0.8,0.2,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,1.17,2.6,555.2,17.0,-18.0,277.0,8.3,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:18.000000000,-,CO(2-1)
42,2016-12-02 20:20:21,92595,20:37:43,EP-Aqr,-34.0,21:46:31.8660,-02:12:45.7100,41.4,63.2,0.8,0.2,0.27,-0.1,0.11,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,1.12,2.6,555.1,17.4,-17.7,250.0,7.1,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=20.0,mode='RAS',points=5,direction='x')",CCI,EGO,0 days 00:03:53.000000000,-,CO(2-1)
43,2016-12-02 20:25:01,92596,20:42:24,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,39.3,63.9,0.8,-0.5,0.27,-0.1,0.11,ON,LOAD,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,1.23,2.0,555.1,20.1,-16.7,277.0,4.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),load(),CCI,EGO,0 days 00:00:03.000000000,-,CO_JO201
44,2016-12-02 20:26:16,92597,20:43:39,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,86.6,31.5,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.29,3.0,555.1,18.4,-16.8,261.0,4.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:23.000000000,-,CO_JO201
45,2016-12-02 20:27:40,92598,20:45:03,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,86.6,31.8,0.8,-0.5,0.27,-0.1,0.11,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,1.39,3.4,555.1,18.1,-16.7,281.0,6.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",CCI,EGO,0 days 00:08:38.000000000,-,CO_JO201
46,2016-12-02 20:36:19,92599,20:53:43,JO201_A,0.0,00:41:30.3200,-09:15:45.8000,85.6,33.8,0.8,-0.5,0.27,-0.1,0.11,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,1.34,1.9,555.2,17.9,-17.9,250.0,6.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (221.152); CO_JO201 (221.152),"calibrate(mode='COLD',time=[10],autolevel='ON')",CCI,EGO,0 days 00:01:13.000000000,-,CO_JO201
