,utc,scan,lst,source,velocity,right_ascension,declination,azimuth,elevation,ca,ie,x_focus,y_focus,z_focus,foct,scan_type,observ_mode,observ_geometry,stroke_mode,switch_mode,offsets,reference,no_of_subscans,mm_pwv,ambient_temperature,pressure,humidity,dew_point,wind_direction,wind_speed,frontend_backend,mol_line,command,observer_id,operator_id,scan_duration,comment,line
673,2016-12-21 02:27:13,97964,03:56:33,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-81.7,41.6,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.13,-0.1,555.0,35.8,-12.0,102.0,1.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:08:32.000000000,-,CO_JO201
674,2016-12-21 02:35:46,97965,04:05:07,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-82.8,39.6,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.21,0.4,555.1,32.2,-12.8,109.0,0.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",MDU,FMA,0 days 00:01:11.000000000,-,CO_JO201
675,2016-12-21 02:36:57,97966,04:06:19,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-82.9,39.3,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.17,0.5,555.1,32.2,-12.7,120.0,2.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:08:39.000000000,-,CO_JO201
676,2016-12-21 02:45:37,97967,04:15:00,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-84.0,37.4,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.11,0.2,555.1,32.8,-12.8,92.0,2.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",MDU,FMA,0 days 00:01:09.000000000,-,CO_JO201
677,2016-12-21 02:46:46,97968,04:16:10,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-84.1,37.1,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.11,-0.0,555.1,34.2,-12.5,104.0,2.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:08:41.000000000,-,CO_JO201
678,2016-12-21 02:55:28,97969,04:24:53,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-85.1,35.1,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.08,0.0,555.0,33.6,-12.6,60.0,0.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",MDU,FMA,0 days 00:01:10.000000000,-,CO_JO201
679,2016-12-21 02:56:38,97970,04:26:03,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-85.2,34.8,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.05,-0.1,555.0,34.1,-12.6,174.0,1.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:00:00.000000000,[Transmitted CAN frame was not acknowledged],CO_JO201
680,2016-12-21 03:02:41,97971,04:32:07,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-85.9,33.4,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.07,-0.0,555.0,30.7,-13.6,120.0,0.6,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",MDU,FMA,0 days 00:01:10.000000000,-,CO_JO201
681,2016-12-21 03:03:51,97972,04:33:17,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-86.0,33.2,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,2.02,-0.1,555.0,30.8,-13.7,113.0,1.0,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:08:42.000000000,-,CO_JO201
682,2016-12-21 03:12:34,97973,04:42:01,OMC1,0.0,05:35:14.3570,-05:22:32.3000,38.3,68.1,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.01,-0.6,555.0,30.7,-14.1,155.0,0.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),go(),MDU,FMA,0 days 00:00:27.000000000,-,CO_JO201
683,2016-12-21 03:13:01,97974,04:42:29,OMC1,0.0,05:35:14.3570,-05:22:32.3000,38.4,68.2,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[300.0"",0.0""]REL",3,2.03,-0.6,555.0,30.7,-14.1,210.0,0.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",MDU,FMA,0 days 00:01:13.000000000,-,CO_JO201
684,2016-12-21 03:14:15,97975,04:43:43,OMC1,0.0,05:35:14.3570,-05:22:32.3000,36.4,68.6,-0.2,0.2,0.099,0.365,0.23600000000000002,ON,ONOFF,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1800.0"",0.0""]REL",6,1.94,-0.7,555.0,30.4,-14.3,150.0,1.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",MDU,FMA,0 days 00:02:49.000000000,-,CO_JO201
685,2016-12-21 23:29:47,98234,01:02:35,Mars,-9.510536883710001,22:16:27.0069,-11:50:34.5080,-81.3,49.0,1.9,3.4,0.22,-0.16,0.18,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,4.29,0.2,554.5,44.0,-9.5,263.0,3.2,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),FMA,FMA,0 days 00:00:53.000000000,-,CO(2-1)
686,2016-12-21 23:30:52,98235,01:03:39,Mars,-9.51057848141,22:16:27.1337,-11:50:33.7337,-81.3,48.9,1.9,3.4,0.22,-0.16,0.18,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[160.0"",0.0""]REL",3,4.5,0.1,554.4,44.1,-9.5,285.0,2.6,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:11.000000000,-,CO(2-1)
687,2016-12-21 23:32:03,98236,01:04:51,Mars,-9.51062463613,22:16:27.2744,-11:50:32.8745,-81.6,48.6,1.9,3.4,0.22,-0.16,0.18,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,4.29,0.1,554.4,44.0,-9.5,288.0,3.3,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",FMA,FMA,0 days 00:01:15.000000000,-,CO(2-1)
688,2016-12-21 23:33:32,98237,01:06:20,Mars,-9.51068145624,22:16:27.4477,-11:50:31.8167,-81.7,48.3,4.2,1.9,0.22,-0.16,0.18,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,4.33,0.1,554.4,43.5,-9.7,284.0,2.8,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",FMA,FMA,0 days 00:02:33.000000000,-,CO(2-1)
689,2016-12-21 23:36:17,98238,01:09:06,Mars,-9.51078812845,22:16:27.7731,-11:50:29.8303,-82.1,47.6,4.2,1.9,0.22,-0.16,0.16,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,4.34,0.1,554.5,44.5,-9.4,286.0,1.8,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",FMA,FMA,0 days 00:02:34.000000000,-,CO(2-1)
690,2016-12-21 23:39:03,98239,01:11:52,Mars,-9.51089520163,22:16:28.0997,-11:50:27.8360,-82.5,47.0,4.2,1.9,0.22,0.011000000000000001,0.16,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,4.27,-0.0,554.4,44.7,-9.5,292.0,1.6,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",FMA,FMA,0 days 00:00:00.000000000,"[Tracking position to within 1.0"" failed after 120 s. Scan 98239 aborted.]",CO(2-1)
691,2016-12-21 23:51:50,98242,01:24:41,Mars,-9.51138843637,22:16:29.6057,-11:50:18.6429,-84.2,43.9,4.2,1.9,0.22,0.011000000000000001,0.16,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,,-0.1,554.3,45.1,-9.4,211.0,2.4,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),FMA,FMA,0 days 00:00:54.000000000,-,CO(2-1)
692,2016-12-21 23:52:44,98243,01:25:35,Mars,-9.51142351827,22:16:29.7129,-11:50:17.9887,-84.1,43.9,4.2,1.9,0.22,0.011000000000000001,0.16,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[160.0"",0.0""]REL",3,3.96,-0.2,554.3,44.9,-9.6,215.0,2.0,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:10.000000000,-,CO(2-1)
693,2016-12-21 23:53:55,98244,01:26:46,Mars,-9.51146877829,22:16:29.8512,-11:50:17.1445,-84.3,43.6,4.2,1.9,0.22,0.011000000000000001,0.16,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,4.0,-0.2,554.3,45.0,-9.5,222.0,2.5,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",FMA,FMA,0 days 00:01:13.000000000,-,CO(2-1)
694,2016-12-21 23:55:23,98245,01:28:15,Mars,-9.5115256492,22:16:30.0250,-11:50:16.0837,-84.5,43.3,0.6,-0.0,0.22,0.011000000000000001,0.16,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,3.91,-0.2,554.4,45.4,-9.4,218.0,2.1,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",FMA,FMA,0 days 00:02:36.000000000,-,CO(2-1)
695,2016-12-21 23:58:05,98246,01:30:57,Mars,-9.5116297777,22:16:30.3433,-11:50:14.1410,-84.8,42.7,0.6,-0.0,0.22,0.011000000000000001,0.135,ON,FOCUS-Y,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,3.91,-0.2,554.4,45.3,-9.4,231.0,1.1,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='Y',mode='sym')",FMA,FMA,0 days 00:02:35.000000000,-,CO(2-1)
696,2016-12-22 00:00:54,98247,01:33:46,Mars,-9.511738392669999,22:16:30.6754,-11:50:12.1141,-85.1,42.0,0.6,-0.0,0.22,0.195,0.135,ON,FOCUS-X,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,3.88,-0.3,554.4,45.0,-9.6,230.0,2.0,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.5,time=6.0,points=5,axis='X',mode='sym')",FMA,FMA,0 days 00:02:41.000000000,-,CO(2-1)
697,2016-12-22 00:03:43,98248,01:36:36,Mars,-9.511847104289998,22:16:31.0080,-11:50:10.0849,-85.5,41.4,0.6,-0.0,0.293,0.195,0.135,ON,FOCUS-Z,RASTER,LINE,LINEAR,"WOB 60.0,1.0,POS,86","EQ[0.0"",0.0""]REL",,10,3.84,-0.5,554.4,45.4,-9.6,203.0,2.0,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"focus(amplitude=1.0,time=6.0,points=5,axis='Z',mode='sym')",FMA,FMA,0 days 00:02:37.000000000,-,CO(2-1)
698,2016-12-22 00:06:34,98249,01:39:28,Mars,-9.51195732992,22:16:31.3452,-11:50:08.0270,-85.8,40.7,0.6,-0.0,0.293,0.195,0.12,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,3.9,-0.6,554.4,45.6,-9.7,198.0,1.6,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),FMA,FMA,0 days 00:00:05.000000000,-,CO(2-1)
699,2016-12-22 00:06:40,98250,01:39:33,Mars,-9.51196094956,22:16:31.3563,-11:50:07.9594,-85.7,40.7,0.6,-0.0,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[160.0"",0.0""]REL",3,3.9,-0.6,554.4,45.5,-9.7,196.0,2.2,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:14.000000000,-,CO(2-1)
700,2016-12-22 00:07:54,98251,01:40:48,Mars,-9.512008759910001,22:16:31.5026,-11:50:07.0666,-85.9,40.4,0.6,-0.0,0.293,0.195,0.12,ON,POINT,OTF,CROSS,LINEAR,"WOB 80.0,1.0,POS,91","EQ[0.0"",0.0""]REL",,2,3.9,-0.6,554.5,46.1,-9.6,198.0,1.9,HET230-PBE_A (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=140.0,unit='arcsec',time=24.0,mode='OTF',points=5,direction='x')",FMA,FMA,0 days 00:01:15.000000000,-,CO(2-1)
701,2016-12-22 00:09:25,98252,01:42:19,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-50.3,51.3,1.4,0.5,0.293,0.195,0.12,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,3.87,-0.6,554.4,45.7,-9.7,191.0,2.0,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),FMA,FMA,0 days 00:00:12.000000000,-,CO(2-1)
702,2016-12-22 00:09:38,98253,01:42:32,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-50.7,51.1,1.4,0.5,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,3.86,-0.7,554.5,45.8,-9.7,198.0,2.5,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:10.000000000,-,CO(2-1)
703,2016-12-22 00:10:49,98254,01:43:43,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-50.7,51.1,1.4,0.5,0.293,0.195,0.12,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,3.83,-0.7,554.5,45.9,-9.7,200.0,2.0,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=30,mode='RAS',points=5,direction='x')",FMA,FMA,0 days 00:05:29.000000000,-,CO(2-1)
704,2016-12-22 00:16:39,98255,01:49:35,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-52.1,68.7,2.9,5.1,0.293,0.195,0.12,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,3.71,-0.7,554.4,46.6,-9.5,188.0,1.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),go(),FMA,FMA,0 days 00:00:13.000000000,-,CO_JO201
705,2016-12-22 00:17:39,98256,01:50:34,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-52.8,68.6,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.78,-0.7,554.4,46.6,-9.5,190.0,1.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:10.000000000,-,CO_JO201
706,2016-12-22 00:18:49,98257,01:51:45,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-53.2,68.3,2.9,5.1,0.293,0.195,0.12,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,3.78,-0.7,554.4,46.7,-9.5,172.0,1.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",FMA,FMA,0 days 00:08:42.000000000,-,CO_JO201
707,2016-12-22 00:27:32,98258,02:00:29,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-56.9,66.7,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.5,-0.9,554.4,46.1,-9.8,165.0,1.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:11.000000000,-,CO_JO201
708,2016-12-22 00:28:43,98259,02:01:40,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-57.3,66.5,2.9,5.1,0.293,0.195,0.12,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,3.47,-1.1,554.4,46.6,-9.8,166.0,2.5,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",FMA,FMA,0 days 00:08:46.000000000,-,CO_JO201
709,2016-12-22 00:37:30,98260,02:10:29,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-60.6,64.7,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.31,-1.1,554.5,47.2,-9.8,155.0,2.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:12.000000000,-,CO_JO201
710,2016-12-22 00:38:42,98261,02:11:41,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-60.9,64.5,2.9,5.1,0.293,0.195,0.12,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,3.31,-1.0,554.5,46.9,-9.8,104.0,1.2,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",FMA,FMA,0 days 00:08:40.000000000,-,CO_JO201
711,2016-12-22 00:47:23,98262,02:20:23,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-63.5,62.8,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.15,-1.1,554.5,47.4,-9.7,132.0,2.7,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:00:00.000000000,[Setting APEX/TSGEN/cmdMode failed. Setting blank/sync mode failed for APEX/TSGEN.],CO_JO201
712,2016-12-22 00:47:36,98263,02:20:37,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-63.8,62.7,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.15,-1.1,554.6,47.3,-9.7,164.0,1.4,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:14.000000000,-,CO_JO201
713,2016-12-22 00:48:51,98264,02:21:52,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-64.1,62.4,2.9,5.1,0.293,0.195,0.12,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,3.23,-1.1,554.6,47.1,-9.8,153.0,2.3,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",FMA,FMA,0 days 00:08:35.000000000,-,CO_JO201
714,2016-12-22 00:57:27,98265,02:30:29,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-66.5,60.6,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,3.02,-1.6,554.6,48.4,-9.8,127.0,2.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:08.000000000,-,CO_JO201
715,2016-12-22 00:58:35,98266,02:31:37,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-66.7,60.4,2.9,5.1,0.293,0.195,0.12,ON,ONOFF,RASTER,SINGLE,LINEAR,"WOB 150.0,0.5,SYM,119","EQ[0.0"",0.0""]REL",,20,3.01,-1.6,554.6,48.6,-9.8,128.0,1.8,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"on(time=20,drift='NO',feeds=[],offsets=[],offsets_unit='arcsec',on2cal=0)",FMA,FMA,0 days 00:08:37.000000000,-,CO_JO201
716,2016-12-22 01:07:13,98267,02:40:16,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-63.5,40.1,2.9,5.1,0.293,0.195,0.12,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,3.12,-2.0,554.7,48.6,-10.1,69.0,1.9,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),go(),FMA,FMA,0 days 00:00:11.000000000,-,CO(2-1)
717,2016-12-22 01:08:11,98268,02:41:15,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-63.9,39.7,2.9,5.1,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","EQ[-1000.0"",0.0""]REL",3,3.07,-1.9,554.6,48.6,-10.1,68.0,2.4,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:13.000000000,-,CO(2-1)
718,2016-12-22 01:09:25,98269,02:42:29,TX-Psc,13.0,23:46:23.4930,03:29:12.2600,-63.9,39.7,2.9,5.1,0.293,0.195,0.12,ON,POINT,RASTER,CROSS,LINEAR,"WOB 60.0,0.5,POS,86","EQ[0.0"",0.0""]REL",,9,2.98,-1.8,554.6,48.5,-10.0,76.0,2.0,HET230-XFFTS2 (RefFeed: 1),CO(2-1) (230.538); CO(2-1) (230.538),"point(length=54.0,unit='arcsec',time=30,mode='RAS',points=5,direction='x')",FMA,FMA,0 days 00:05:23.000000000,-,CO(2-1)
719,2016-12-22 01:15:02,98270,02:48:07,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-70.5,56.9,1.4,2.5,0.293,0.195,0.12,ON,GO,NONE,NONE,LINEAR,TP,"EQ[0.0"",0.0""]REL",,0,2.99,-1.6,554.6,48.0,-9.9,98.0,3.1,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),go(),FMA,FMA,0 days 00:00:12.000000000,-,CO_JO201
720,2016-12-22 01:15:54,98271,02:48:59,JO201_B,0.0,00:41:31.0700,-09:15:23.5000,-70.8,56.7,1.4,2.5,0.293,0.195,0.12,ON,CAL,RASTER,SINGLE,LINEAR,TP,"EQ[0.0"",0.0""]REL","HO[-300.0"",0.0""]REL",3,2.98,-1.7,554.6,47.6,-10.1,90.0,2.9,HET230-XFFTS2 (RefFeed: 1),CO_JO201 (220.680); CO_JO201 (220.680),"calibrate(mode='COLD',time=[10],autolevel='ON')",FMA,FMA,0 days 00:01:11.000000000,-,CO_JO201
